source,target,date_followed
1097258,308676,2012-04-01 03:27:15
1128667,904065,2012-04-01 03:36:06
1128667,924681,2012-04-01 03:36:17
1128667,1098995,2012-04-01 03:36:25
1128667,1010023,2012-04-01 03:36:36
1128667,1121703,2012-04-01 03:36:41
1128667,1258212,2012-04-01 03:36:46
1128667,721023,2012-04-01 03:36:50
1128667,764788,2012-04-01 03:36:58
1128667,440437,2012-04-01 03:37:03
1128667,1264173,2012-04-01 03:37:07
1128667,1134810,2012-04-01 03:37:15
1128667,922015,2012-04-01 03:37:20
1128667,396761,2012-04-01 03:37:25
1128667,439809,2012-04-01 03:37:31
1128667,1016820,2012-04-01 03:37:36
1128667,439715,2012-04-01 03:37:49
1128667,172667,2012-04-01 03:37:55
1128667,441072,2012-04-01 03:38:01
1128667,1288087,2012-04-01 03:38:06
1128667,492216,2012-04-01 03:38:19
1128667,213031,2012-04-01 03:38:30
1128667,1061326,2012-04-01 03:38:37
1128667,161947,2012-04-01 03:38:43
1128667,1286582,2012-04-01 03:38:55
1128667,515188,2012-04-01 03:39:13
1128667,268130,2012-04-01 03:39:19
1285706,438962,2012-04-01 03:39:30
1128667,1172517,2012-04-01 03:39:31
1128667,936085,2012-04-01 03:39:36
1128667,1093895,2012-04-01 03:39:42
1128667,1282937,2012-04-01 03:39:47
1128667,425604,2012-04-01 03:39:54
1128667,914452,2012-04-01 03:39:59
